plate_name,gene_name,gene_length,aligned_length,alignment_rate,total_read_count,average_read_depth,number_of_SNP,number_of_INDEL
scORFeome-HIP-01_S145_L001_sorted.raw.vcf,YLR423C,1254,251,0.200159489633,251,1,1,0
scORFeome-HIP-01_S145_L001_sorted.raw.vcf,YMR072W,552,552,1.0,52536,95,3670,0
scORFeome-HIP-01_S145_L001_sorted.raw.vcf,YDR298C,639,627,0.981220657277,34387,54,59,0
scORFeome-HIP-01_S145_L001_sorted.raw.vcf,YBL009W,2031,251,0.123584441162,251,1,0,0
scORFeome-HIP-01_S145_L001_sorted.raw.vcf,YLR433C,1662,251,0.151022864019,251,1,0,0
scORFeome-HIP-01_S145_L001_sorted.raw.vcf,YDR322CA,291,282,0.969072164948,1506,5,0,0
scORFeome-HIP-01_S145_L001_sorted.raw.vcf,YBR208C,5508,1221,0.221677559913,1592,1,59,0
scORFeome-HIP-01_S145_L001_sorted.raw.vcf,YFL068W,483,483,1.0,42680,88,1926,0
scORFeome-HIP-01_S145_L001_sorted.raw.vcf,YHR014W,876,866,0.988584474886,39156,45,37,0
scORFeome-HIP-01_S145_L001_sorted.raw.vcf,YOL151W,1029,1025,0.996112730807,62499,60,133,0
scORFeome-HIP-01_S145_L001_sorted.raw.vcf,YMR311C,690,690,1.0,203135,294,22809,0
scORFeome-HIP-01_S145_L001_sorted.raw.vcf,YMR123W,369,251,0.680216802168,251,1,0,0
scORFeome-HIP-01_S145_L001_sorted.raw.vcf,YPR158CC,1323,573,0.433106575964,1255,2,0,0
scORFeome-HIP-01_S145_L001_sorted.raw.vcf,YOR104W,849,852,1.0035335689,134645,158,15827,3
scORFeome-HIP-01_S145_L001_sorted.raw.vcf,YPR158CD,5268,502,0.0952923310554,502,1,0,0
scORFeome-HIP-01_S145_L001_sorted.raw.vcf,YDR202C,1056,1054,0.998106060606,48192,45,77,0
scORFeome-HIP-01_S145_L001_sorted.raw.vcf,YNL254C,1206,1187,0.984245439469,52710,44,61,0
scORFeome-HIP-01_S145_L001_sorted.raw.vcf,YLR172C,903,900,0.996677740864,82077,91,142,0
scORFeome-HIP-01_S145_L001_sorted.raw.vcf,smorf222071,48,48,1.0,2945,61,6,0
scORFeome-HIP-01_S145_L001_sorted.raw.vcf,YDR253C,576,566,0.982638888889,15813,27,21,0
scORFeome-HIP-01_S145_L001_sorted.raw.vcf,YOR362C,867,527,0.607843137255,749,1,2,0
scORFeome-HIP-01_S145_L001_sorted.raw.vcf,YOR132W,1656,251,0.151570048309,251,1,0,0
scORFeome-HIP-01_S145_L001_sorted.raw.vcf,YGR284C,933,931,0.997856377278,50200,53,50,0
scORFeome-HIP-01_S145_L001_sorted.raw.vcf,YLR118C,684,672,0.982456140351,34889,51,35,0
scORFeome-HIP-01_S145_L001_sorted.raw.vcf,YGR093W,1524,175,0.114829396325,175,1,0,0
scORFeome-HIP-01_S145_L001_sorted.raw.vcf,YNL286W,858,858,1.0,133766,155,14326,0
scORFeome-HIP-01_S145_L001_sorted.raw.vcf,YDR106W,855,851,0.995321637427,38403,45,43,0
scORFeome-HIP-01_S145_L001_sorted.raw.vcf,YMR105C,1710,251,0.146783625731,251,1,0,0
scORFeome-HIP-01_S145_L001_sorted.raw.vcf,YBR012WB,5271,814,0.15442989945,3263,4,1,0
scORFeome-HIP-01_S145_L001_sorted.raw.vcf,YER010C,705,162,0.229787234043,162,1,0,0
scORFeome-HIP-01_S145_L001_sorted.raw.vcf,YJR154W,1041,1028,0.987512007685,10793,10,13,0
scORFeome-HIP-01_S145_L001_sorted.raw.vcf,YCR073WA,948,251,0.264767932489,251,1,0,0
scORFeome-HIP-01_S145_L001_sorted.raw.vcf,YMR050C,5268,800,0.151860288535,6008,7,9,0
scORFeome-HIP-01_S145_L001_sorted.raw.vcf,YHR214CB,5382,538,0.0999628390933,753,1,0,0
scORFeome-HIP-01_S145_L001_sorted.raw.vcf,YLR150W,822,811,0.986618004866,63754,78,148,0
scORFeome-HIP-01_S145_L001_sorted.raw.vcf,YJR096W,849,348,0.409893992933,348,1,1,0
scORFeome-HIP-01_S145_L001_sorted.raw.vcf,YBR192W,1134,1132,0.99823633157,94878,83,301,0
scORFeome-HIP-01_S145_L001_sorted.raw.vcf,YDR158W,1098,1091,0.993624772313,104165,95,337,0
scORFeome-HIP-01_S145_L001_sorted.raw.vcf,YBR155W,1158,1144,0.987910189983,87097,76,316,0
scORFeome-HIP-01_S145_L001_sorted.raw.vcf,YBL002W,396,385,0.972222222222,32591,84,1307,0
scORFeome-HIP-01_S145_L001_sorted.raw.vcf,YMR271C,684,682,0.997076023392,62248,91,88,0
scORFeome-HIP-01_S145_L001_sorted.raw.vcf,YCL061C,3291,251,0.0762686113643,251,1,0,0
scORFeome-HIP-01_S145_L001_sorted.raw.vcf,YDR174W,741,734,0.990553306343,47690,64,27,0
scORFeome-HIP-01_S145_L001_sorted.raw.vcf,YER002W,696,691,0.992816091954,21586,31,23,0
scORFeome-HIP-01_S145_L001_sorted.raw.vcf,YGL098W,738,723,0.979674796748,27610,38,22,0
scORFeome-HIP-01_S145_L001_sorted.raw.vcf,YDR097C,3729,502,0.1346205417,502,1,0,0
scORFeome-HIP-01_S145_L001_sorted.raw.vcf,YDL035C,2886,84,0.029106029106,2135,25,18,0
scORFeome-HIP-01_S145_L001_sorted.raw.vcf,YBL043W,774,764,0.987080103359,53212,69,94,0
scORFeome-HIP-01_S145_L001_sorted.raw.vcf,YPL171C,1203,251,0.208645054032,251,1,0,0
scORFeome-HIP-01_S145_L001_sorted.raw.vcf,YJL121C,717,704,0.981868898187,40160,57,16,0
scORFeome-HIP-01_S145_L001_sorted.raw.vcf,YBR052C,633,628,0.992101105845,34889,55,52,0
scORFeome-HIP-01_S145_L001_sorted.raw.vcf,YDR482C,408,408,1.0,19327,47,8,0
scORFeome-HIP-01_S145_L001_sorted.raw.vcf,YPR182W,261,253,0.969348659004,753,2,0,0
scORFeome-HIP-01_S145_L001_sorted.raw.vcf,YJR131W,1650,502,0.304242424242,502,1,0,0
scORFeome-HIP-01_S145_L001_sorted.raw.vcf,YDL213C,678,679,1.00147492625,138190,203,13755,1
scORFeome-HIP-01_S145_L001_sorted.raw.vcf,YNL092W,1203,155,0.128844555278,155,1,0,0
scORFeome-HIP-01_S145_L001_sorted.raw.vcf,YDR498C,1152,251,0.217881944444,251,1,0,0
scORFeome-HIP-01_S145_L001_sorted.raw.vcf,YDR261CD,4815,686,0.142471443406,1506,2,0,0
scORFeome-HIP-01_S145_L001_sorted.raw.vcf,YGL216W,2418,251,0.103804797353,251,1,0,0
scORFeome-HIP-01_S145_L001_sorted.raw.vcf,YOR054C,2025,249,0.122962962963,249,1,3,0
scORFeome-HIP-01_S145_L001_sorted.raw.vcf,YHR064C,1719,251,0.146015125073,251,1,0,0
scORFeome-HIP-01_S145_L001_sorted.raw.vcf,YLR161W,345,345,1.0,75922,220,3327,0
scORFeome-HIP-01_S145_L001_sorted.raw.vcf,YDR058C,981,951,0.969418960245,56475,59,98,0
scORFeome-HIP-01_S145_L001_sorted.raw.vcf,YMR120C,1779,251,0.141090500281,251,1,0,0
scORFeome-HIP-01_S145_L001_sorted.raw.vcf,smorf33239,42,43,1.02380952381,3882,90,10,1
scORFeome-HIP-01_S145_L001_sorted.raw.vcf,YDR310C,3189,540,0.169332079022,753,1,0,0
scORFeome-HIP-01_S145_L001_sorted.raw.vcf,YPL270W,2463,49,0.0198944376776,49,1,0,0
scORFeome-HIP-01_S145_L001_sorted.raw.vcf,YIL053W,816,97,0.11887254902,97,1,0,0
scORFeome-HIP-01_S145_L001_sorted.raw.vcf,YPL059W,453,224,0.494481236203,224,1,0,0
scORFeome-HIP-01_S145_L001_sorted.raw.vcf,YKL040C,771,758,0.983138780804,48443,63,92,0
scORFeome-HIP-01_S145_L001_sorted.raw.vcf,YDR218C,1272,135,0.106132075472,135,1,0,0
scORFeome-HIP-01_S145_L001_sorted.raw.vcf,YMR137C,1986,251,0.12638469285,251,1,1,0
scORFeome-HIP-01_S145_L001_sorted.raw.vcf,YLL060C,702,470,0.669515669516,502,1,0,0
scORFeome-HIP-01_S145_L001_sorted.raw.vcf,YLR299W,1983,250,0.126071608674,250,1,0,0
scORFeome-HIP-01_S145_L001_sorted.raw.vcf,YJR069C,594,574,0.96632996633,18072,31,11,0
scORFeome-HIP-01_S145_L001_sorted.raw.vcf,YFL003C,2637,251,0.0951839211225,251,1,0,0
scORFeome-HIP-01_S145_L001_sorted.raw.vcf,YDR151C,978,975,0.996932515337,47439,48,38,0
scORFeome-HIP-01_S145_L001_sorted.raw.vcf,YKR055W,876,872,0.995433789954,176955,202,971,0
scORFeome-HIP-01_S145_L001_sorted.raw.vcf,YOR057W,1188,1194,1.00505050505,202360,169,27218,6
scORFeome-HIP-01_S145_L001_sorted.raw.vcf,YJL117W,936,931,0.994658119658,108683,116,270,0
scORFeome-HIP-01_S145_L001_sorted.raw.vcf,YPR137CB,5268,571,0.108390280942,1004,1,1,0
scORFeome-HIP-01_S145_L001_sorted.raw.vcf,YDR277C,1302,251,0.192780337942,251,1,0,0
scORFeome-HIP-01_S145_L001_sorted.raw.vcf,YDR156W,414,414,1.0,73152,176,2726,0
scORFeome-HIP-01_S145_L001_sorted.raw.vcf,YGR052W,1110,232,0.209009009009,232,1,0,0
scORFeome-HIP-01_S145_L001_sorted.raw.vcf,YHR179W,1203,502,0.417290108063,502,1,0,0
scORFeome-HIP-01_S145_L001_sorted.raw.vcf,YDR133C,336,321,0.955357142857,5773,17,5,0
scORFeome-HIP-01_S145_L001_sorted.raw.vcf,YOR137C,1869,251,0.134296415195,251,1,0,0
scORFeome-HIP-01_S145_L001_sorted.raw.vcf,YDR316WB,5268,746,0.141609719058,2761,3,2,0
scORFeome-HIP-01_S145_L001_sorted.raw.vcf,YKR031C,5052,251,0.0496832937451,251,1,0,0
scORFeome-HIP-01_S145_L001_sorted.raw.vcf,YNL336W,1146,185,0.161431064572,8359,45,127,0
scORFeome-HIP-01_S145_L001_sorted.raw.vcf,YDR305C,743,32,0.043068640646,32,1,0,0
scORFeome-HIP-01_S145_L001_sorted.raw.vcf,YJL057C,2004,251,0.125249500998,251,1,1,0
scORFeome-HIP-01_S145_L001_sorted.raw.vcf,YER154W,1209,251,0.207609594706,251,1,0,0
scORFeome-HIP-01_S145_L001_sorted.raw.vcf,YDL179W,915,909,0.993442622951,49447,54,85,0
scORFeome-HIP-01_S145_L001_sorted.raw.vcf,YCR095C,1089,332,0.304866850321,332,1,10,0
scORFeome-HIP-01_S145_L001_sorted.raw.vcf,YBR260C,2001,502,0.250874562719,502,1,1,0
scORFeome-HIP-01_S145_L001_sorted.raw.vcf,YDR056C,618,611,0.988673139159,33383,54,28,0
scORFeome-HIP-01_S145_L001_sorted.raw.vcf,YNL231C,1056,1054,0.998106060606,66515,63,58,0
scORFeome-HIP-01_S145_L001_sorted.raw.vcf,YOL055C,1656,251,0.151570048309,251,1,0,0
scORFeome-HIP-01_S145_L001_sorted.raw.vcf,YLR096W,3444,34,0.00987224157956,34,1,0,0
scORFeome-HIP-01_S145_L001_sorted.raw.vcf,YML063W,768,762,0.9921875,44176,57,92,0
scORFeome-HIP-01_S145_L001_sorted.raw.vcf,YFL064C,525,527,1.00380952381,44059,83,1736,2
scORFeome-HIP-01_S145_L001_sorted.raw.vcf,YDR237W,879,880,1.00113765643,135699,154,16226,1
scORFeome-HIP-01_S145_L001_sorted.raw.vcf,YKR048C,1254,357,0.284688995215,357,1,1,0
scORFeome-HIP-01_S145_L001_sorted.raw.vcf,YHR145C,357,251,0.703081232493,251,1,0,0
scORFeome-HIP-01_S145_L001_sorted.raw.vcf,YBR001C,2343,251,0.10712761417,251,1,0,0
scORFeome-HIP-01_S145_L001_sorted.raw.vcf,YPR117W,7470,753,0.100803212851,753,1,0,0
scORFeome-HIP-01_S145_L001_sorted.raw.vcf,YDR407C,3870,144,0.0372093023256,144,1,5,0
scORFeome-HIP-01_S145_L001_sorted.raw.vcf,YDR034WB,156,157,1.00641025641,18627,118,498,1
scORFeome-HIP-01_S145_L001_sorted.raw.vcf,YJR082C,342,332,0.970760233918,6024,18,3,0
scORFeome-HIP-01_S145_L001_sorted.raw.vcf,YML055W,537,530,0.98696461825,16315,30,6,0
scORFeome-HIP-01_S145_L001_sorted.raw.vcf,YKL108W,1362,251,0.184287812041,251,1,2,0
scORFeome-HIP-01_S145_L001_sorted.raw.vcf,YER008C,4011,251,0.0625779107455,251,1,0,0
scORFeome-HIP-01_S145_L001_sorted.raw.vcf,YMR315W,1050,69,0.0657142857143,69,1,0,0
scORFeome-HIP-01_S145_L001_sorted.raw.vcf,YPR107C,627,611,0.974481658692,19578,32,9,0
scORFeome-HIP-01_S145_L001_sorted.raw.vcf,YPR127W,1038,252,0.242774566474,251,0,1,0
plate_name,gene_name,gene_length,aligned_length,alignment_rate,total_read_count,average_read_depth,number_of_SNP,number_of_INDEL
scORFeome-HIP-02_S146_L001_sorted.raw.vcf,YAL012W,1185,246,0.207594936709,246,1,1,0
scORFeome-HIP-02_S146_L001_sorted.raw.vcf,YLR268W,645,348,0.539534883721,753,2,0,0
scORFeome-HIP-02_S146_L001_sorted.raw.vcf,YER022W,2064,251,0.121608527132,251,1,0,0
scORFeome-HIP-02_S146_L001_sorted.raw.vcf,YIR004W,1299,1294,0.996150885296,151855,117,375,0
scORFeome-HIP-02_S146_L001_sorted.raw.vcf,YKR070W,1059,251,0.23701605288,251,1,0,0
scORFeome-HIP-02_S146_L001_sorted.raw.vcf,YJL185C,882,882,1.0,95380,108,255,0
scORFeome-HIP-02_S146_L001_sorted.raw.vcf,YAL064W,327,128,0.391437308869,128,1,0,0
scORFeome-HIP-02_S146_L001_sorted.raw.vcf,YBR012WB,5271,251,0.047619047619,251,1,0,0
scORFeome-HIP-02_S146_L001_sorted.raw.vcf,YBR012WA,1323,299,0.226001511716,1004,3,0,0
scORFeome-HIP-02_S146_L001_sorted.raw.vcf,YCR042C,4224,251,0.0594223484848,251,1,0,0
scORFeome-HIP-02_S146_L001_sorted.raw.vcf,YJL204C,2523,173,0.068569163694,173,1,0,0
scORFeome-HIP-02_S146_L001_sorted.raw.vcf,YLR244C,1164,75,0.0644329896907,150,2,0,0
scORFeome-HIP-02_S146_L001_sorted.raw.vcf,YPL144W,447,451,1.00894854586,61899,137,2194,4
scORFeome-HIP-02_S146_L001_sorted.raw.vcf,YCL058C,459,458,0.997821350763,17068,37,26,0
scORFeome-HIP-02_S146_L001_sorted.raw.vcf,YLL030C,342,342,1.0,40388,118,1197,0
scORFeome-HIP-02_S146_L001_sorted.raw.vcf,YBR058C,2346,502,0.213981244672,502,1,89,0
scORFeome-HIP-02_S146_L001_sorted.raw.vcf,YDL238C,1470,502,0.341496598639,502,1,0,0
scORFeome-HIP-02_S146_L001_sorted.raw.vcf,YGR240C,2964,251,0.0846828609987,251,1,0,0
scORFeome-HIP-02_S146_L001_sorted.raw.vcf,YDL121C,450,446,0.991111111111,20582,46,1,0
scORFeome-HIP-02_S146_L001_sorted.raw.vcf,YMR259C,4263,251,0.0588787239034,251,1,0,0
scORFeome-HIP-02_S146_L001_sorted.raw.vcf,YPR015C,744,737,0.990591397849,51455,69,49,0
scORFeome-HIP-02_S146_L001_sorted.raw.vcf,YBR099C,384,384,1.0,52954,137,1563,0
scORFeome-HIP-02_S146_L001_sorted.raw.vcf,YKL084W,351,344,0.980056980057,8785,25,5,0
scORFeome-HIP-02_S146_L001_sorted.raw.vcf,YJL063C,717,717,1.0,264148,368,26655,0
scORFeome-HIP-02_S146_L001_sorted.raw.vcf,YEL042W,1557,502,0.32241490045,502,1,0,0
scORFeome-HIP-02_S146_L001_sorted.raw.vcf,YGL239C,315,312,0.990476190476,6024,19,1,0
scORFeome-HIP-02_S146_L001_sorted.raw.vcf,YLR382C,2685,251,0.0934823091248,251,1,0,0
scORFeome-HIP-02_S146_L001_sorted.raw.vcf,YGL196W,498,485,0.973895582329,33885,69,26,0
scORFeome-HIP-02_S146_L001_sorted.raw.vcf,YBR297W,1407,528,0.37526652452,46669,88,7147,0
scORFeome-HIP-02_S146_L001_sorted.raw.vcf,YLR292C,582,574,0.986254295533,34136,59,12,0
scORFeome-HIP-02_S146_L001_sorted.raw.vcf,smorf84105,66,66,1.0,13786,208,65,0
scORFeome-HIP-02_S146_L001_sorted.raw.vcf,YBR117C,2046,323,0.157869012708,3514,10,2,0
scORFeome-HIP-02_S146_L001_sorted.raw.vcf,YJR028W,1323,577,0.436130007559,2510,4,3,0
scORFeome-HIP-02_S146_L001_sorted.raw.vcf,YOR225W,330,92,0.278787878788,92,1,0,0
scORFeome-HIP-02_S146_L001_sorted.raw.vcf,YBL090W,534,534,1.0,25351,47,13,0
scORFeome-HIP-02_S146_L001_sorted.raw.vcf,YDR486C,789,780,0.988593155894,44929,57,50,0
scORFeome-HIP-02_S146_L001_sorted.raw.vcf,YNL054WB,5250,731,0.139238095238,4954,6,429,0
scORFeome-HIP-02_S146_L001_sorted.raw.vcf,YNL054WA,1323,991,0.749055177627,10849,10,763,0
scORFeome-HIP-02_S146_L001_sorted.raw.vcf,YJL179W,330,330,1.0,86784,262,2493,0
scORFeome-HIP-02_S146_L001_sorted.raw.vcf,YOR032C,1305,251,0.192337164751,251,1,0,0
scORFeome-HIP-02_S146_L001_sorted.raw.vcf,YDR363W,1371,251,0.183078045222,251,1,0,0
scORFeome-HIP-02_S146_L001_sorted.raw.vcf,YMR002W,471,471,1.0,140746,298,9349,0
scORFeome-HIP-02_S146_L001_sorted.raw.vcf,YLR066W,555,548,0.987387387387,12048,21,8,0
scORFeome-HIP-02_S146_L001_sorted.raw.vcf,YKL142W,660,659,0.998484848485,80571,122,108,0
scORFeome-HIP-02_S146_L001_sorted.raw.vcf,YDL246C,1074,134,0.124767225326,134,1,0,0
scORFeome-HIP-02_S146_L001_sorted.raw.vcf,YDR033W,963,251,0.260643821391,251,1,0,0
scORFeome-HIP-02_S146_L001_sorted.raw.vcf,YLL062C,975,963,0.987692307692,84085,87,140,0
scORFeome-HIP-02_S146_L001_sorted.raw.vcf,YCL075W,441,435,0.986394557823,28614,65,26,0
scORFeome-HIP-02_S146_L001_sorted.raw.vcf,YMR010W,1218,1216,0.998357963875,77308,63,87,0
scORFeome-HIP-02_S146_L001_sorted.raw.vcf,YER046WA,330,218,0.660606060606,316,1,1,0
scORFeome-HIP-02_S146_L001_sorted.raw.vcf,YLR009W,600,602,1.00333333333,162081,269,13155,2
scORFeome-HIP-02_S146_L001_sorted.raw.vcf,YDL119C,924,924,1.0,10071,10,210,0
scORFeome-HIP-02_S146_L001_sorted.raw.vcf,YHR025W,1074,194,0.180633147114,194,1,0,0
scORFeome-HIP-02_S146_L001_sorted.raw.vcf,YGL227W,2877,502,0.174487313173,502,1,0,0
scORFeome-HIP-02_S146_L001_sorted.raw.vcf,YOL046C,675,161,0.238518518519,161,1,0,0
scORFeome-HIP-02_S146_L001_sorted.raw.vcf,YKL153W,510,510,1.0,140760,276,9323,0
scORFeome-HIP-02_S146_L001_sorted.raw.vcf,YMR312W,822,822,1.0,79316,96,73,0
scORFeome-HIP-02_S146_L001_sorted.raw.vcf,YBL008W,2523,1001,0.396749900912,1001,1,18,0
scORFeome-HIP-02_S146_L001_sorted.raw.vcf,YKR045C,576,571,0.991319444444,59487,104,145,0
scORFeome-HIP-02_S146_L001_sorted.raw.vcf,YGR126W,693,697,1.00577200577,119609,171,12252,4
scORFeome-HIP-02_S146_L001_sorted.raw.vcf,YHL008C,1884,81,0.0429936305732,81,1,0,0
scORFeome-HIP-02_S146_L001_sorted.raw.vcf,YOL116W,1149,293,0.25500435161,328,1,1,0
scORFeome-HIP-02_S146_L001_sorted.raw.vcf,YMR030W,1131,1124,0.993810786914,106926,95,234,0
scORFeome-HIP-02_S146_L001_sorted.raw.vcf,YGL071W,2073,501,0.241678726483,501,1,2,0
scORFeome-HIP-02_S146_L001_sorted.raw.vcf,YGL257C,1677,449,0.267740011926,449,1,5,0
scORFeome-HIP-02_S146_L001_sorted.raw.vcf,YML091C,3609,251,0.0695483513439,251,1,0,0
scORFeome-HIP-02_S146_L001_sorted.raw.vcf,YHR191C,402,403,1.00248756219,139727,346,6286,1
scORFeome-HIP-02_S146_L001_sorted.raw.vcf,YGR036C,720,711,0.9875,55722,78,94,0
scORFeome-HIP-02_S146_L001_sorted.raw.vcf,YGR020C,357,159,0.445378151261,159,1,33,0
scORFeome-HIP-02_S146_L001_sorted.raw.vcf,YMR069W,858,849,0.98951048951,119978,141,324,0
scORFeome-HIP-02_S146_L001_sorted.raw.vcf,YDR536W,1710,251,0.146783625731,251,1,0,0
scORFeome-HIP-02_S146_L001_sorted.raw.vcf,YNL288W,1122,250,0.222816399287,495,1,0,0
scORFeome-HIP-02_S146_L001_sorted.raw.vcf,YKR005C,1344,1344,1.0,523719,389,101578,0
scORFeome-HIP-02_S146_L001_sorted.raw.vcf,YKL145W,1404,1107,0.788461538462,4016,3,0,0
scORFeome-HIP-02_S146_L001_sorted.raw.vcf,YGR279C,1161,32,0.0275624461671,32,1,0,0
scORFeome-HIP-02_S146_L001_sorted.raw.vcf,YBR038W,2892,502,0.173582295989,502,1,0,0
scORFeome-HIP-02_S146_L001_sorted.raw.vcf,YNL310C,618,618,1.0,41415,67,58,0
scORFeome-HIP-02_S146_L001_sorted.raw.vcf,YML112W,891,891,1.0,491844,552,60074,0
scORFeome-HIP-02_S146_L001_sorted.raw.vcf,YLR324W,1572,251,0.159669211196,251,1,0,0
scORFeome-HIP-02_S146_L001_sorted.raw.vcf,YCR022C,345,346,1.00289855072,42493,122,2083,1
scORFeome-HIP-02_S146_L001_sorted.raw.vcf,YKL059C,1326,251,0.189291101056,251,1,0,0
scORFeome-HIP-02_S146_L001_sorted.raw.vcf,YMR053C,2553,476,0.186447316882,476,1,0,0
scORFeome-HIP-02_S146_L001_sorted.raw.vcf,YDR476C,675,673,0.997037037037,92619,137,189,0
scORFeome-HIP-02_S146_L001_sorted.raw.vcf,YJL031C,1071,290,0.270774976657,2510,8,0,0
scORFeome-HIP-02_S146_L001_sorted.raw.vcf,YML077W,480,480,1.0,24849,51,14,0
scORFeome-HIP-02_S146_L001_sorted.raw.vcf,YJR112W,606,604,0.996699669967,66515,110,142,0
scORFeome-HIP-02_S146_L001_sorted.raw.vcf,YNL195C,786,251,0.319338422392,251,1,0,0
scORFeome-HIP-02_S146_L001_sorted.raw.vcf,YBR159W,1044,502,0.480842911877,502,1,0,0
scORFeome-HIP-02_S146_L001_sorted.raw.vcf,YGR116W,4356,366,0.0840220385675,12173,33,358,0
scORFeome-HIP-02_S146_L001_sorted.raw.vcf,YBR208C,5508,251,0.0455700798838,251,1,0,0
scORFeome-HIP-02_S146_L001_sorted.raw.vcf,YCL057W,2139,495,0.23141654979,495,1,1,0
scORFeome-HIP-02_S146_L001_sorted.raw.vcf,YOR142WB,5268,776,0.147304479879,4178,5,72,0
scORFeome-HIP-02_S146_L001_sorted.raw.vcf,YJR108W,372,372,1.0,85760,230,2983,0
scORFeome-HIP-02_S146_L001_sorted.raw.vcf,YJR115W,510,380,0.745098039216,887,2,5,0
scORFeome-HIP-02_S146_L001_sorted.raw.vcf,YLR043C,312,309,0.990384615385,8785,28,16,0
scORFeome-HIP-02_S146_L001_sorted.raw.vcf,YDL120W,525,515,0.980952380952,51455,99,44,0
scORFeome-HIP-02_S146_L001_sorted.raw.vcf,YBR135W,453,457,1.00883002208,86124,188,6396,4
scORFeome-HIP-02_S146_L001_sorted.raw.vcf,YNL303W,348,41,0.117816091954,1107,27,0,0
scORFeome-HIP-02_S146_L001_sorted.raw.vcf,YMR305C,1170,889,0.759829059829,1506,1,3,0
scORFeome-HIP-02_S146_L001_sorted.raw.vcf,YLR300W,1347,223,0.165553080921,223,1,0,0
scORFeome-HIP-02_S146_L001_sorted.raw.vcf,YBR240C,1353,251,0.185513673319,251,1,0,0
scORFeome-HIP-02_S146_L001_sorted.raw.vcf,YLR154C,333,330,0.990990990991,21837,66,19,0
scORFeome-HIP-02_S146_L001_sorted.raw.vcf,YBR150C,3285,81,0.0246575342466,485,5,38,0
scORFeome-HIP-02_S146_L001_sorted.raw.vcf,YCR090C,549,549,1.0,46184,84,13,0
scORFeome-HIP-02_S146_L001_sorted.raw.vcf,YJR027W,5268,933,0.177107061503,3765,4,7,0
scORFeome-HIP-02_S146_L001_sorted.raw.vcf,YGL008C,2757,251,0.0910409865796,251,1,0,0
scORFeome-HIP-02_S146_L001_sorted.raw.vcf,YDR035W,1113,1049,0.942497753819,21586,20,12,0
scORFeome-HIP-02_S146_L001_sorted.raw.vcf,YCR001W,315,313,0.993650793651,6024,19,0,0
scORFeome-HIP-02_S146_L001_sorted.raw.vcf,YLR029C,615,251,0.408130081301,251,1,0,0
scORFeome-HIP-02_S146_L001_sorted.raw.vcf,YLR011W,576,576,1.0,156225,271,14212,0
scORFeome-HIP-02_S146_L001_sorted.raw.vcf,YKL146W,2079,375,0.180375180375,7530,20,4,0
scORFeome-HIP-02_S146_L001_sorted.raw.vcf,YPL239W,603,603,1.0,163136,270,13320,0
scORFeome-HIP-02_S146_L001_sorted.raw.vcf,YBR106W,567,561,0.989417989418,73041,130,216,0
scORFeome-HIP-02_S146_L001_sorted.raw.vcf,YPR133C,1233,1230,0.997566909976,85591,69,124,0
scORFeome-HIP-02_S146_L001_sorted.raw.vcf,YDL004W,483,483,1.0,40160,83,15,0
scORFeome-HIP-02_S146_L001_sorted.raw.vcf,YDR045C,333,319,0.957957957958,2259,7,0,0
scORFeome-HIP-02_S146_L001_sorted.raw.vcf,YKR083C,402,398,0.990049751244,14056,35,21,0
scORFeome-HIP-02_S146_L001_sorted.raw.vcf,YKL178C,1413,272,0.192498230715,21417,78,518,0
scORFeome-HIP-02_S146_L001_sorted.raw.vcf,YPL152W,1077,1080,1.00278551532,222911,206,34142,3
scORFeome-HIP-02_S146_L001_sorted.raw.vcf,YBR089W,600,219,0.365,219,1,1,0
scORFeome-HIP-02_S146_L001_sorted.raw.vcf,YAL069W,315,307,0.974603174603,5271,17,1,0
scORFeome-HIP-02_S146_L001_sorted.raw.vcf,YAL059W,639,640,1.00156494523,176217,275,16879,1
scORFeome-HIP-02_S146_L001_sorted.raw.vcf,YPL148C,534,535,1.00187265918,79200,148,2783,1
scORFeome-HIP-02_S146_L001_sorted.raw.vcf,YBR109C,444,444,1.0,136584,307,5856,0
scORFeome-HIP-02_S146_L001_sorted.raw.vcf,YBR172C,2223,96,0.0431848852901,96,1,5,0
scORFeome-HIP-02_S146_L001_sorted.raw.vcf,YIR022W,504,502,0.996031746032,33132,66,36,0
scORFeome-HIP-02_S146_L001_sorted.raw.vcf,YAR010C,1323,409,0.309145880574,1004,2,1,0
scORFeome-HIP-02_S146_L001_sorted.raw.vcf,YDR151C,978,251,0.256646216769,251,1,0,0
scORFeome-HIP-02_S146_L001_sorted.raw.vcf,YDR419W,1899,502,0.264349657715,502,1,3,0
scORFeome-HIP-02_S146_L001_sorted.raw.vcf,YMR074C,438,240,0.547945205479,451,1,0,0
scORFeome-HIP-02_S146_L001_sorted.raw.vcf,YHR051W,447,436,0.975391498881,24849,56,17,0
scORFeome-HIP-02_S146_L001_sorted.raw.vcf,YPL214C,1623,251,0.154651879236,251,1,0,0
scORFeome-HIP-02_S146_L001_sorted.raw.vcf,YGL171W,1695,502,0.29616519174,502,1,0,0
scORFeome-HIP-02_S146_L001_sorted.raw.vcf,YKL160W,438,428,0.977168949772,22590,52,6,0
scORFeome-HIP-02_S146_L001_sorted.raw.vcf,YPL092W,1377,251,0.182280319535,251,1,6,0
scORFeome-HIP-02_S146_L001_sorted.raw.vcf,YBR236C,1311,502,0.382913806255,502,1,10,0
