plate_name,gene_name,gene_length,aligned_length,alignment_rate,average_read_depth,number_of_SNP,number_of_INDEL
scORFeome-HIP-06_S150_L001_sorted.raw.vcf,YPR035W,1113,289,0.25965858,1,0,0
scORFeome-HIP-06_S150_L001_sorted.raw.vcf,YDR294C,1770,1770,1,355,1022,0
scORFeome-HIP-06_S150_L001_sorted.raw.vcf,YGR228W,345,250,0.724637681,1,1,0
scORFeome-HIP-06_S150_L001_sorted.raw.vcf,YLR166C,2616,251,0.095948012,1,0,0
scORFeome-HIP-06_S150_L001_sorted.raw.vcf,YFR031CA,912,912,1,265,412,0
scORFeome-HIP-06_S150_L001_sorted.raw.vcf,YHR214CB,5382,335,0.062244519,2,1,0
scORFeome-HIP-06_S150_L001_sorted.raw.vcf,YCL029C,1323,1325,1.001511716,110,336,2
scORFeome-HIP-06_S150_L001_sorted.raw.vcf,YHR152W,522,515,0.986590038,46,5,0
scORFeome-HIP-06_S150_L001_sorted.raw.vcf,YEL070W,1509,1099,0.728296885,2,4,0
scORFeome-HIP-06_S150_L001_sorted.raw.vcf,YDR240C,1479,1471,0.99459094,75,35,0
scORFeome-HIP-06_S150_L001_sorted.raw.vcf,YGR059W,1539,251,0.163092917,1,0,0
scORFeome-HIP-06_S150_L001_sorted.raw.vcf,YJR056C,711,251,0.35302391,1,0,0
scORFeome-HIP-06_S150_L001_sorted.raw.vcf,YOR205C,1671,1656,0.991023339,51,16,0
scORFeome-HIP-06_S150_L001_sorted.raw.vcf,YMR199W,1641,1632,0.994515539,79,45,0
scORFeome-HIP-06_S150_L001_sorted.raw.vcf,YBL043W,774,251,0.324289406,1,0,0
scORFeome-HIP-06_S150_L001_sorted.raw.vcf,YMR253C,1245,1247,1.001606426,179,433,2
scORFeome-HIP-06_S150_L001_sorted.raw.vcf,YFL038C,621,249,0.400966184,1,1,0
scORFeome-HIP-06_S150_L001_sorted.raw.vcf,YMR208W,1332,1331,0.999249249,111,57,0
scORFeome-HIP-06_S150_L001_sorted.raw.vcf,YJL196C,933,922,0.988210075,32,6,0
scORFeome-HIP-06_S150_L001_sorted.raw.vcf,YDR247W,1386,1380,0.995670996,62,32,0
scORFeome-HIP-06_S150_L001_sorted.raw.vcf,YJR131W,1650,1654,1.002424242,105,358,4
scORFeome-HIP-06_S150_L001_sorted.raw.vcf,YNL092W,1203,1206,1.002493766,239,528,3
scORFeome-HIP-06_S150_L001_sorted.raw.vcf,YNL158W,597,592,0.991624791,36,7,0
scORFeome-HIP-06_S150_L001_sorted.raw.vcf,YLR378C,1443,1437,0.995841996,108,42,0
scORFeome-HIP-06_S150_L001_sorted.raw.vcf,YKL015W,2940,753,0.256122449,1,2,0
scORFeome-HIP-06_S150_L001_sorted.raw.vcf,YLR161W,345,251,0.727536232,1,1,0
scORFeome-HIP-06_S150_L001_sorted.raw.vcf,YDR111C,1524,1523,0.999343832,127,52,0
scORFeome-HIP-06_S150_L001_sorted.raw.vcf,YMR120C,1779,251,0.1410905,1,1,0
scORFeome-HIP-06_S150_L001_sorted.raw.vcf,YOR390W,1128,1117,0.990248227,11,2,0
scORFeome-HIP-06_S150_L001_sorted.raw.vcf,YNL110C,663,251,0.378582202,1,0,0
scORFeome-HIP-06_S150_L001_sorted.raw.vcf,YOL115W,1755,251,0.143019943,1,0,0
scORFeome-HIP-06_S150_L001_sorted.raw.vcf,YPL270W,2463,731,0.296792529,1,7,0
scORFeome-HIP-06_S150_L001_sorted.raw.vcf,YHR091C,1932,1928,0.997929607,49,23,0
scORFeome-HIP-06_S150_L001_sorted.raw.vcf,YIL066C,2610,2603,0.997318008,84,75,0
scORFeome-HIP-06_S150_L001_sorted.raw.vcf,YDL082W,600,83,0.138333333,1,4,0
scORFeome-HIP-06_S150_L001_sorted.raw.vcf,YGL158W,1539,1536,0.998050682,78,33,0
scORFeome-HIP-06_S150_L001_sorted.raw.vcf,YLR299W,1983,209,0.105395865,1,1,0
scORFeome-HIP-06_S150_L001_sorted.raw.vcf,YIL088C,1473,1446,0.981670061,31,15,0
scORFeome-HIP-06_S150_L001_sorted.raw.vcf,YKR055W,876,251,0.28652968,1,0,0
scORFeome-HIP-06_S150_L001_sorted.raw.vcf,YLR238W,1437,469,0.326374391,1,0,0
scORFeome-HIP-06_S150_L001_sorted.raw.vcf,YER069W,2592,249,0.096064815,1,5,0
scORFeome-HIP-06_S150_L001_sorted.raw.vcf,YJL117W,936,251,0.268162393,1,0,0
scORFeome-HIP-06_S150_L001_sorted.raw.vcf,YPR137CB,5268,380,0.072133637,1,0,0
scORFeome-HIP-06_S150_L001_sorted.raw.vcf,YDR196C,726,251,0.345730028,1,1,0
scORFeome-HIP-06_S150_L001_sorted.raw.vcf,YOR003W,1437,1428,0.993736952,60,29,0
scORFeome-HIP-06_S150_L001_sorted.raw.vcf,YHR118C,1308,410,0.313455657,1,1,0
scORFeome-HIP-06_S150_L001_sorted.raw.vcf,YJR015W,1533,1529,0.997390737,97,44,0
scORFeome-HIP-06_S150_L001_sorted.raw.vcf,YJL067W,351,324,0.923076923,113,55,1
scORFeome-HIP-06_S150_L001_sorted.raw.vcf,YKL172W,1284,51,0.039719626,47,5,0
scORFeome-HIP-06_S150_L001_sorted.raw.vcf,YNL336W,1146,73,0.063699825,1,2,0
scORFeome-HIP-06_S150_L001_sorted.raw.vcf,YJR059W,2457,251,0.102157102,1,0,0
scORFeome-HIP-06_S150_L001_sorted.raw.vcf,YPL014W,1146,1144,0.998254799,83,30,0
scORFeome-HIP-06_S150_L001_sorted.raw.vcf,YDR342C,1713,718,0.419147694,6,150,0
scORFeome-HIP-06_S150_L001_sorted.raw.vcf,YEL036C,1503,44,0.029274784,1,1,1
scORFeome-HIP-06_S150_L001_sorted.raw.vcf,YBR260C,2001,2002,1.00049975,223,841,1
scORFeome-HIP-06_S150_L001_sorted.raw.vcf,YDR076W,1221,1208,0.989352989,34,8,0
scORFeome-HIP-06_S150_L001_sorted.raw.vcf,YPL132W,903,887,0.982281285,33,15,0
scORFeome-HIP-06_S150_L001_sorted.raw.vcf,YPL124W,762,174,0.228346457,1,0,0
scORFeome-HIP-06_S150_L001_sorted.raw.vcf,YKR052C,915,917,1.002185792,230,353,2
scORFeome-HIP-06_S150_L001_sorted.raw.vcf,YAL035W,3009,128,0.04253905,1,0,0
scORFeome-HIP-06_S150_L001_sorted.raw.vcf,YPL214C,1623,1626,1.001848429,216,682,3
scORFeome-HIP-06_S150_L001_sorted.raw.vcf,YFR038W,2562,251,0.097970336,1,0,0
scORFeome-HIP-06_S150_L001_sorted.raw.vcf,YJL110C,1656,1658,1.001207729,135,431,2
scORFeome-HIP-06_S150_L001_sorted.raw.vcf,YLR427W,2013,417,0.207153502,1,0,0
scORFeome-HIP-06_S150_L001_sorted.raw.vcf,YHR135C,1617,1621,1.002473717,133,555,4
scORFeome-HIP-06_S150_L001_sorted.raw.vcf,YDR261CC,1323,502,0.379440665,1,0,0
scORFeome-HIP-06_S150_L001_sorted.raw.vcf,YBR195C,1269,502,0.395587076,1,1,0
scORFeome-HIP-06_S150_L001_sorted.raw.vcf,YDR261CD,4815,604,0.125441329,2,0,0
scORFeome-HIP-06_S150_L001_sorted.raw.vcf,YIL039W,1422,1423,1.000703235,107,324,1
scORFeome-HIP-06_S150_L001_sorted.raw.vcf,YHR196W,1728,1711,0.990162037,23,11,0
scORFeome-HIP-06_S150_L001_sorted.raw.vcf,YGR122W,1209,235,0.194375517,1,0,0
scORFeome-HIP-06_S150_L001_sorted.raw.vcf,YOL104C,1059,251,0.237016053,1,0,0
scORFeome-HIP-06_S150_L001_sorted.raw.vcf,YML034W,2631,251,0.095400988,1,0,0
scORFeome-HIP-06_S150_L001_sorted.raw.vcf,YDL124W,939,251,0.267305644,1,0,0
scORFeome-HIP-06_S150_L001_sorted.raw.vcf,YDR257C,1485,1478,0.995286195,81,30,0
scORFeome-HIP-06_S150_L001_sorted.raw.vcf,YNL246W,890,848,0.952808989,24,6,0
scORFeome-HIP-06_S150_L001_sorted.raw.vcf,YLL056C,897,251,0.279821628,1,0,0
scORFeome-HIP-06_S150_L001_sorted.raw.vcf,YNL291C,1647,251,0.1523983,1,0,0
plate_name,gene_name,gene_length,aligned_length,alignment_rate,average_read_depth,number_of_SNP,number_of_INDEL
scORFeome-HIP-07_S151_L001_sorted.raw.vcf,YIL140W,2472,893,0.361245955,1,1,0
scORFeome-HIP-07_S151_L001_sorted.raw.vcf,YMR288W,2916,249,0.085390947,1,1,0
scORFeome-HIP-07_S151_L001_sorted.raw.vcf,YGR070W,3468,251,0.072376009,1,0,0
scORFeome-HIP-07_S151_L001_sorted.raw.vcf,YMR165C,2589,2594,1.001931248,114,545,5
scORFeome-HIP-07_S151_L001_sorted.raw.vcf,YDR039C,3276,2973,0.907509158,11,10,0
scORFeome-HIP-07_S151_L001_sorted.raw.vcf,YGL262W,528,528,1,30,6,0
scORFeome-HIP-07_S151_L001_sorted.raw.vcf,YMR205C,2880,2870,0.996527778,63,54,0
scORFeome-HIP-07_S151_L001_sorted.raw.vcf,YDL214C,2100,2090,0.995238095,47,27,0
scORFeome-HIP-07_S151_L001_sorted.raw.vcf,YLR272C,3531,3520,0.996884735,35,33,0
scORFeome-HIP-07_S151_L001_sorted.raw.vcf,YJR122W,1494,251,0.168005355,1,0,0
scORFeome-HIP-07_S151_L001_sorted.raw.vcf,YJL084C,3141,251,0.079910856,1,1,0
scORFeome-HIP-07_S151_L001_sorted.raw.vcf,YCR042C,4224,251,0.059422348,1,0,0
scORFeome-HIP-07_S151_L001_sorted.raw.vcf,YPR055W,3198,3204,1.001876173,149,821,6
scORFeome-HIP-07_S151_L001_sorted.raw.vcf,YKL059C,1326,251,0.189291101,1,0,0
scORFeome-HIP-07_S151_L001_sorted.raw.vcf,YFR037C,1674,251,0.149940263,1,0,0
scORFeome-HIP-07_S151_L001_sorted.raw.vcf,YDR364C,1368,251,0.183479532,1,0,0
scORFeome-HIP-07_S151_L001_sorted.raw.vcf,YDR114C,303,42,0.138613861,1,0,0
scORFeome-HIP-07_S151_L001_sorted.raw.vcf,YLR233C,2100,2104,1.001904762,65,289,4
scORFeome-HIP-07_S151_L001_sorted.raw.vcf,YFL041W,1869,251,0.134296415,1,0,0
scORFeome-HIP-07_S151_L001_sorted.raw.vcf,YLR048W,1118,251,0.22450805,1,0,0
scORFeome-HIP-07_S151_L001_sorted.raw.vcf,YDL238C,1470,1471,1.000680272,320,720,1
scORFeome-HIP-07_S151_L001_sorted.raw.vcf,YOR018W,2514,2504,0.996022275,59,36,0
scORFeome-HIP-07_S151_L001_sorted.raw.vcf,YGR240C,2964,251,0.084682861,1,0,0
scORFeome-HIP-07_S151_L001_sorted.raw.vcf,YER092W,378,374,0.989417989,21,5,0
scORFeome-HIP-07_S151_L001_sorted.raw.vcf,YJR001W,1809,502,0.277501382,1,0,0
scORFeome-HIP-07_S151_L001_sorted.raw.vcf,YGL215W,1359,314,0.231052244,1,5,0
scORFeome-HIP-07_S151_L001_sorted.raw.vcf,YDR099W,822,823,1.001216545,188,249,1
scORFeome-HIP-07_S151_L001_sorted.raw.vcf,YGR256W,1479,251,0.169709263,1,0,0
scORFeome-HIP-07_S151_L001_sorted.raw.vcf,YEL042W,1557,251,0.16120745,1,0,0
scORFeome-HIP-07_S151_L001_sorted.raw.vcf,YIL156W,3216,748,0.232587065,1,5,0
scORFeome-HIP-07_S151_L001_sorted.raw.vcf,YNR067C,3354,3351,0.999105546,114,99,0
scORFeome-HIP-07_S151_L001_sorted.raw.vcf,YKL188C,2562,251,0.097970336,1,0,0
scORFeome-HIP-07_S151_L001_sorted.raw.vcf,YMR062C,1326,251,0.189291101,1,0,0
scORFeome-HIP-07_S151_L001_sorted.raw.vcf,YNL208W,600,600,1,117,148,0
scORFeome-HIP-07_S151_L001_sorted.raw.vcf,YKL020C,3249,251,0.07725454,1,0,0
scORFeome-HIP-07_S151_L001_sorted.raw.vcf,YCL005W,771,771,1,68,19,0
scORFeome-HIP-07_S151_L001_sorted.raw.vcf,YLR219W,2187,2187,1,311,1186,0
scORFeome-HIP-07_S151_L001_sorted.raw.vcf,YEL019C,804,251,0.312189055,1,0,0
scORFeome-HIP-07_S151_L001_sorted.raw.vcf,YHR107C,1224,502,0.410130719,1,1,0
scORFeome-HIP-07_S151_L001_sorted.raw.vcf,YMR237W,2175,2168,0.996781609,94,64,0
scORFeome-HIP-07_S151_L001_sorted.raw.vcf,YOR211C,2709,2700,0.996677741,34,32,0
scORFeome-HIP-07_S151_L001_sorted.raw.vcf,YDR026C,1713,1708,0.997081144,98,46,0
scORFeome-HIP-07_S151_L001_sorted.raw.vcf,YPL221W,2382,2369,0.994542401,50,35,0
scORFeome-HIP-07_S151_L001_sorted.raw.vcf,YBL108W,306,141,0.460784314,8,2,1
scORFeome-HIP-07_S151_L001_sorted.raw.vcf,YMR002W,471,56,0.118895966,1,0,0
scORFeome-HIP-07_S151_L001_sorted.raw.vcf,YER151C,2739,2706,0.987951807,23,20,0
scORFeome-HIP-07_S151_L001_sorted.raw.vcf,YDR514C,1452,454,0.312672176,1,1,0
scORFeome-HIP-07_S151_L001_sorted.raw.vcf,YLR054C,2262,311,0.137488948,1,0,0
scORFeome-HIP-07_S151_L001_sorted.raw.vcf,YKR090W,2121,251,0.118340405,1,0,0
scORFeome-HIP-07_S151_L001_sorted.raw.vcf,YMR228W,1026,1005,0.979532164,35,9,0
scORFeome-HIP-07_S151_L001_sorted.raw.vcf,YKL083W,615,510,0.829268293,43,57,0
scORFeome-HIP-07_S151_L001_sorted.raw.vcf,YOR110W,1308,251,0.191896024,1,0,0
scORFeome-HIP-07_S151_L001_sorted.raw.vcf,YGR014W,3921,3911,0.99744963,137,137,0
scORFeome-HIP-07_S151_L001_sorted.raw.vcf,YJL070C,2667,2663,0.998500187,74,60,0
scORFeome-HIP-07_S151_L001_sorted.raw.vcf,YGL050W,822,805,0.979318735,38,6,0
scORFeome-HIP-07_S151_L001_sorted.raw.vcf,YFL010WA,285,258,0.905263158,2,0,0
scORFeome-HIP-07_S151_L001_sorted.raw.vcf,YDL036C,1389,251,0.180705544,1,0,0
scORFeome-HIP-07_S151_L001_sorted.raw.vcf,YGR079W,1113,1117,1.00359389,115,275,4
scORFeome-HIP-07_S151_L001_sorted.raw.vcf,YNL163C,3333,501,0.150315032,1,3,0
scORFeome-HIP-07_S151_L001_sorted.raw.vcf,YBR273C,1311,277,0.211289092,1,0,0
scORFeome-HIP-07_S151_L001_sorted.raw.vcf,YFR005C,1347,76,0.056421678,1,0,0
scORFeome-HIP-07_S151_L001_sorted.raw.vcf,YLR347C,2586,2584,0.999226605,45,32,0
scORFeome-HIP-07_S151_L001_sorted.raw.vcf,YGL227W,2877,502,0.174487313,1,0,0
scORFeome-HIP-07_S151_L001_sorted.raw.vcf,YKL153W,510,292,0.57254902,1,3,0
scORFeome-HIP-07_S151_L001_sorted.raw.vcf,YIL074C,1410,42,0.029787234,1,0,0
scORFeome-HIP-07_S151_L001_sorted.raw.vcf,YBL008W,2523,37,0.014665081,1,0,0
scORFeome-HIP-07_S151_L001_sorted.raw.vcf,YDR063W,450,450,1,53,38,0
scORFeome-HIP-07_S151_L001_sorted.raw.vcf,YPL099C,549,548,0.998178506,54,11,0
scORFeome-HIP-07_S151_L001_sorted.raw.vcf,YGR238C,2649,172,0.064930162,1,30,0
scORFeome-HIP-07_S151_L001_sorted.raw.vcf,YAR035W,2064,2051,0.99370155,76,55,0
scORFeome-HIP-07_S151_L001_sorted.raw.vcf,YHL008C,1884,618,0.328025478,1,2,0
scORFeome-HIP-07_S151_L001_sorted.raw.vcf,YIL021W,957,251,0.262277952,1,4,0
scORFeome-HIP-07_S151_L001_sorted.raw.vcf,YOL116W,1149,495,0.430809399,1,3,0
scORFeome-HIP-07_S151_L001_sorted.raw.vcf,YGL180W,2694,251,0.093170007,1,0,0
scORFeome-HIP-07_S151_L001_sorted.raw.vcf,YGL071W,2073,251,0.12108056,1,0,0
scORFeome-HIP-07_S151_L001_sorted.raw.vcf,YNL249C,1629,502,0.308164518,1,0,0
scORFeome-HIP-07_S151_L001_sorted.raw.vcf,YPL084W,2535,2503,0.987376726,27,16,0
scORFeome-HIP-07_S151_L001_sorted.raw.vcf,YDL110C,453,449,0.991169978,68,9,0
scORFeome-HIP-07_S151_L001_sorted.raw.vcf,YDR459C,1125,1112,0.988444444,42,15,0
scORFeome-HIP-07_S151_L001_sorted.raw.vcf,YDR536W,1710,251,0.146783626,1,1,0
scORFeome-HIP-07_S151_L001_sorted.raw.vcf,YOR093C,4947,497,0.100464928,1,6,0
scORFeome-HIP-07_S151_L001_sorted.raw.vcf,YGL065C,1512,355,0.23478836,1,0,0
scORFeome-HIP-07_S151_L001_sorted.raw.vcf,YNL332W,1023,251,0.245356794,1,1,0
scORFeome-HIP-07_S151_L001_sorted.raw.vcf,YAL001C,3573,502,0.140498181,1,0,0
scORFeome-HIP-07_S151_L001_sorted.raw.vcf,YOR151C,3675,3673,0.999455782,54,52,0
scORFeome-HIP-07_S151_L001_sorted.raw.vcf,YCR063W,474,251,0.529535865,1,0,0
scORFeome-HIP-07_S151_L001_sorted.raw.vcf,YPL104W,1977,502,0.253920081,1,0,0
scORFeome-HIP-07_S151_L001_sorted.raw.vcf,YBL056W,1407,251,0.178393746,1,0,0
scORFeome-HIP-07_S151_L001_sorted.raw.vcf,YLR253W,1710,251,0.146783626,1,0,0
scORFeome-HIP-07_S151_L001_sorted.raw.vcf,YDR186C,2634,2626,0.996962794,48,29,0
scORFeome-HIP-07_S151_L001_sorted.raw.vcf,YGL062W,3537,3535,0.999434549,139,169,0
scORFeome-HIP-07_S151_L001_sorted.raw.vcf,YIL106W,1030,251,0.24368932,1,1,0
scORFeome-HIP-07_S151_L001_sorted.raw.vcf,YER060W,1587,1575,0.992438563,45,26,0
scORFeome-HIP-07_S151_L001_sorted.raw.vcf,YER013W,3438,3437,0.999709133,24,24,0
scORFeome-HIP-07_S151_L001_sorted.raw.vcf,YMR100W,1863,251,0.134728932,1,0,0
scORFeome-HIP-07_S151_L001_sorted.raw.vcf,YLR188W,2088,2084,0.998084291,58,39,0
scORFeome-HIP-07_S151_L001_sorted.raw.vcf,YKR017C,1656,1655,0.999396135,135,53,0
scORFeome-HIP-07_S151_L001_sorted.raw.vcf,YHR077C,3383,251,0.074194502,1,0,0
scORFeome-HIP-07_S151_L001_sorted.raw.vcf,YLL002W,1311,1308,0.99771167,25,8,0
scORFeome-HIP-07_S151_L001_sorted.raw.vcf,YDR273W,1098,1088,0.990892532,76,33,0
scORFeome-HIP-07_S151_L001_sorted.raw.vcf,YPR063C,509,508,0.998035363,60,6,0
scORFeome-HIP-07_S151_L001_sorted.raw.vcf,YPL128C,1689,354,0.209591474,1,7,0
scORFeome-HIP-07_S151_L001_sorted.raw.vcf,YBL076C,3219,251,0.077974526,1,0,0
scORFeome-HIP-07_S151_L001_sorted.raw.vcf,YMR191W,1122,1117,0.995543672,85,31,0
scORFeome-HIP-07_S151_L001_sorted.raw.vcf,YNR035C,1029,251,0.243926142,1,0,0
scORFeome-HIP-07_S151_L001_sorted.raw.vcf,YML035C,2433,2424,0.996300863,39,23,0
scORFeome-HIP-07_S151_L001_sorted.raw.vcf,YPR123C,435,251,0.577011494,1,0,0
scORFeome-HIP-07_S151_L001_sorted.raw.vcf,YBR150C,3285,3290,1.00152207,66,426,5
scORFeome-HIP-07_S151_L001_sorted.raw.vcf,YEL025C,3567,251,0.070367255,1,0,0
scORFeome-HIP-07_S151_L001_sorted.raw.vcf,YIL066C,2610,251,0.096168582,1,0,0
scORFeome-HIP-07_S151_L001_sorted.raw.vcf,YEL055C,3069,3067,0.999348322,51,47,0
scORFeome-HIP-07_S151_L001_sorted.raw.vcf,YML120C,1542,251,0.162775616,1,0,0
scORFeome-HIP-07_S151_L001_sorted.raw.vcf,smorf148504,87,43,0.494252874,50,7,0
scORFeome-HIP-07_S151_L001_sorted.raw.vcf,YGL008C,2757,2745,0.995647443,43,46,0
scORFeome-HIP-07_S151_L001_sorted.raw.vcf,YFL025C,3090,251,0.081229773,1,0,0
scORFeome-HIP-07_S151_L001_sorted.raw.vcf,YMR196W,3267,251,0.076828895,1,0,0
scORFeome-HIP-07_S151_L001_sorted.raw.vcf,YDL163W,303,301,0.99339934,143,55,0
scORFeome-HIP-07_S151_L001_sorted.raw.vcf,YMR224C,2079,251,0.120731121,1,0,0
scORFeome-HIP-07_S151_L001_sorted.raw.vcf,YAL016W,1908,251,0.131551363,1,1,0
scORFeome-HIP-07_S151_L001_sorted.raw.vcf,YLR338W,858,724,0.843822844,9,3,0
scORFeome-HIP-07_S151_L001_sorted.raw.vcf,YFL052W,1398,465,0.332618026,1,0,0
scORFeome-HIP-07_S151_L001_sorted.raw.vcf,YER080W,1884,1883,0.999469214,20,11,0
scORFeome-HIP-07_S151_L001_sorted.raw.vcf,YKL146W,2079,2067,0.994227994,56,43,0
scORFeome-HIP-07_S151_L001_sorted.raw.vcf,YOR206W,2133,2135,1.000937647,133,513,2
scORFeome-HIP-07_S151_L001_sorted.raw.vcf,YCR046C,510,249,0.488235294,1,0,0
scORFeome-HIP-07_S151_L001_sorted.raw.vcf,YJL200C,2370,2363,0.997046414,67,51,0
scORFeome-HIP-07_S151_L001_sorted.raw.vcf,YOL001W,882,866,0.98185941,55,15,0
scORFeome-HIP-07_S151_L001_sorted.raw.vcf,YKL080W,1179,251,0.212892282,1,0,0
scORFeome-HIP-07_S151_L001_sorted.raw.vcf,YER128W,612,605,0.988562092,29,3,0
scORFeome-HIP-07_S151_L001_sorted.raw.vcf,YPL195W,2799,2793,0.997856377,81,51,0
scORFeome-HIP-07_S151_L001_sorted.raw.vcf,YGL205W,2247,2242,0.997774811,131,94,0
scORFeome-HIP-07_S151_L001_sorted.raw.vcf,YLR137W,1104,251,0.227355072,1,0,0
scORFeome-HIP-07_S151_L001_sorted.raw.vcf,YBL063W,3336,502,0.150479616,0,7,0
scORFeome-HIP-07_S151_L001_sorted.raw.vcf,YDL210W,1716,1704,0.993006993,59,35,0
scORFeome-HIP-07_S151_L001_sorted.raw.vcf,YKL015W,2940,251,0.08537415,1,0,0
scORFeome-HIP-07_S151_L001_sorted.raw.vcf,YNL007C,1059,285,0.269121813,1,0,0
scORFeome-HIP-07_S151_L001_sorted.raw.vcf,YOR256C,2430,2418,0.995061728,18,13,0
scORFeome-HIP-07_S151_L001_sorted.raw.vcf,YIL075C,2838,753,0.265327696,1,0,0
scORFeome-HIP-07_S151_L001_sorted.raw.vcf,YNL077W,1587,167,0.105229994,1,0,0
scORFeome-HIP-07_S151_L001_sorted.raw.vcf,YKL096W,720,251,0.348611111,1,0,0
scORFeome-HIP-07_S151_L001_sorted.raw.vcf,YDR360W,435,281,0.645977011,6,0,0
scORFeome-HIP-07_S151_L001_sorted.raw.vcf,YBR172C,2223,2226,1.001349528,268,985,3
scORFeome-HIP-07_S151_L001_sorted.raw.vcf,YFR024CA,1474,356,0.241519674,7,51,0
scORFeome-HIP-07_S151_L001_sorted.raw.vcf,YGL167C,2853,2839,0.995092885,38,26,0
scORFeome-HIP-07_S151_L001_sorted.raw.vcf,YOR361C,2292,2241,0.977748691,53,38,0
scORFeome-HIP-07_S151_L001_sorted.raw.vcf,YMR074C,438,245,0.559360731,0,0,1
scORFeome-HIP-07_S151_L001_sorted.raw.vcf,YIL052C,838,836,0.997613365,93,20,0
scORFeome-HIP-07_S151_L001_sorted.raw.vcf,YLR002C,1992,251,0.126004016,1,0,0
scORFeome-HIP-07_S151_L001_sorted.raw.vcf,YMR085W,1299,1293,0.995381062,76,39,0
scORFeome-HIP-07_S151_L001_sorted.raw.vcf,YGL171W,1695,501,0.295575221,1,0,0
scORFeome-HIP-07_S151_L001_sorted.raw.vcf,YKR037C,888,251,0.282657658,1,0,0
scORFeome-HIP-07_S151_L001_sorted.raw.vcf,YNR052C,1302,251,0.192780338,1,0,0
scORFeome-HIP-07_S151_L001_sorted.raw.vcf,YPL029W,2214,2219,1.002258356,97,381,5
scORFeome-HIP-07_S151_L001_sorted.raw.vcf,YEL032W,2916,130,0.044581619,1,0,0
scORFeome-HIP-07_S151_L001_sorted.raw.vcf,YBL023C,2607,72,0.027617952,8,9,0
scORFeome-HIP-07_S151_L001_sorted.raw.vcf,YMR298W,453,443,0.977924945,16,3,0
scORFeome-HIP-07_S151_L001_sorted.raw.vcf,YML057W,1815,251,0.138292011,1,0,0
scORFeome-HIP-07_S151_L001_sorted.raw.vcf,YHR198C,966,251,0.259834369,1,1,0
scORFeome-HIP-07_S151_L001_sorted.raw.vcf,YER110C,3342,3342,1,60,54,0
scORFeome-HIP-07_S151_L001_sorted.raw.vcf,YNL019C,855,501,0.585964912,1,2,0
scORFeome-HIP-07_S151_L001_sorted.raw.vcf,YER091C,2304,251,0.108940972,1,0,0
scORFeome-HIP-07_S151_L001_sorted.raw.vcf,YHR043C,741,386,0.520917679,1,17,0
scORFeome-HIP-07_S151_L001_sorted.raw.vcf,YHR132WA,396,397,1.002525253,175,100,1
scORFeome-HIP-07_S151_L001_sorted.raw.vcf,YOR304W,3363,3360,0.999107939,35,37,0
scORFeome-HIP-07_S151_L001_sorted.raw.vcf,YJL188C,309,273,0.883495146,99,53,0
scORFeome-HIP-07_S151_L001_sorted.raw.vcf,YKR022C,969,971,1.002063983,209,330,2
scORFeome-HIP-07_S151_L001_sorted.raw.vcf,YLR287C,1068,502,0.470037453,1,13,0
scORFeome-HIP-07_S151_L001_sorted.raw.vcf,YPL174C,2607,1173,0.449942463,0,7,0
scORFeome-HIP-07_S151_L001_sorted.raw.vcf,YDR216W,3972,248,0.062437059,1,1,0
scORFeome-HIP-07_S151_L001_sorted.raw.vcf,YLL047W,384,348,0.90625,1,0,0
scORFeome-HIP-07_S151_L001_sorted.raw.vcf,YLR461W,363,187,0.515151515,1,0,0
scORFeome-HIP-07_S151_L001_sorted.raw.vcf,YGL241W,3015,3019,1.0013267,205,1041,4
scORFeome-HIP-07_S151_L001_sorted.raw.vcf,YMR297W,1599,251,0.156973108,1,0,0
scORFeome-HIP-07_S151_L001_sorted.raw.vcf,YPR134W,807,251,0.311028501,1,0,0
scORFeome-HIP-07_S151_L001_sorted.raw.vcf,YOL093W,882,200,0.22675737,1,1,0
scORFeome-HIP-07_S151_L001_sorted.raw.vcf,YAL040C,1743,491,0.281698221,1,2,0
scORFeome-HIP-07_S151_L001_sorted.raw.vcf,YGL238W,2883,251,0.087062088,1,0,0
scORFeome-HIP-07_S151_L001_sorted.raw.vcf,YHR158C,3495,3493,0.999427754,167,161,0
scORFeome-HIP-07_S151_L001_sorted.raw.vcf,YMR141WA,225,226,1.004444444,192,66,1
scORFeome-HIP-07_S151_L001_sorted.raw.vcf,YOL053W,1188,1171,0.985690236,60,19,0
scORFeome-HIP-07_S151_L001_sorted.raw.vcf,YPR164W,4224,226,0.053503788,1,0,0
scORFeome-HIP-07_S151_L001_sorted.raw.vcf,YDR108W,2097,2086,0.994754411,36,26,0
scORFeome-HIP-07_S151_L001_sorted.raw.vcf,YLR227WA,1323,361,0.272864701,1,3,0
scORFeome-HIP-07_S151_L001_sorted.raw.vcf,YPL089C,2031,2031,1,323,1030,0
scORFeome-HIP-07_S151_L001_sorted.raw.vcf,YGR277C,918,251,0.273420479,1,0,0
scORFeome-HIP-07_S151_L001_sorted.raw.vcf,YDL155W,1284,251,0.195482866,1,0,0
scORFeome-HIP-07_S151_L001_sorted.raw.vcf,YNR036C,462,251,0.543290043,1,0,0
scORFeome-HIP-07_S151_L001_sorted.raw.vcf,YHR195W,966,550,0.569358178,1,1,0
scORFeome-HIP-07_S151_L001_sorted.raw.vcf,YDR192C,1293,251,0.194122196,1,0,0
